Barcode,Owning Campus,Material Type,...4,Campus...5,Items added,...7,Num of Items (In Repository),Campus...9,Barcode_Prefix
DD0004374336,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374344,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374351,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374369,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374377,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374385,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374393,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374401,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374419,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374427,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374435,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374443,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374450,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374468,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374476,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374484,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374492,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374500,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374518,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374526,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374534,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374542,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374559,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374567,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374575,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374583,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374591,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374609,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374617,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374625,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374633,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374641,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374658,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374666,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374674,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374682,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374690,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374708,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374716,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374724,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374732,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374740,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374757,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374765,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374773,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374781,UCI Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004374799,UCI Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004374807,UCI Library,Book,NA,NA,NA,NA,NA,NA,DD
DD0004374815,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374823,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374831,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374849,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374856,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374864,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374872,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374880,UCR Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374898,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374906,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374914,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374922,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374930,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374948,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374955,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374963,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374971,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374989,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374997,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375002,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375010,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375028,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375036,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375044,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375051,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375069,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375077,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375085,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375093,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375101,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375119,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375127,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375135,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375143,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375150,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375168,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375176,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375184,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375192,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375200,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375218,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375226,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375234,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375242,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375259,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375267,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375275,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375283,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375291,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375309,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375317,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375325,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375333,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375341,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375358,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375366,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375374,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375382,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375390,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375408,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375416,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375424,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375432,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375440,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375457,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375465,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375473,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375481,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375499,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375507,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375515,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375523,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375531,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375549,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375556,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375564,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375572,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375580,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375598,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375606,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004375614,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375622,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375630,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375648,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375655,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375663,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375671,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375689,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375697,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375705,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375713,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375721,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375739,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375747,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375754,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375762,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375770,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375788,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375796,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375804,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375812,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375820,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375838,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375846,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375853,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375861,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375879,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375887,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375895,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375903,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375911,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375929,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375937,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375945,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375952,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375960,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375978,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375986,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004375994,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376000,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376018,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376026,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376034,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376042,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376059,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376067,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376075,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376083,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376091,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376109,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376117,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376125,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376133,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376141,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376158,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376166,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376174,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376182,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376190,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376208,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376216,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376224,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376232,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376240,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376257,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376265,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376273,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376281,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376299,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376307,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376315,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376323,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376331,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376349,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376356,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376364,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376372,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376380,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376398,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376406,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376414,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376422,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376430,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376448,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376455,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376463,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376471,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376489,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376497,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376505,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376513,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376521,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376539,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376547,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376554,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376562,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376570,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376588,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376596,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376604,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376612,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376620,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376638,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376646,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376653,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376661,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376679,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376687,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376695,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376703,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376711,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376729,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376737,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376745,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376752,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376760,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376778,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376786,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376794,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376802,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004376810,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376828,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376836,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376844,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376851,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376869,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376877,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376885,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376893,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376901,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376919,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376927,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376935,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376943,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376950,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376968,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376976,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376984,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004376992,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377008,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377016,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377024,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377032,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377040,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377057,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377065,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377073,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377081,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377099,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377107,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377115,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377123,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377131,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377149,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377156,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377164,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377172,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377180,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377198,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377206,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377214,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377222,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377230,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377248,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377255,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377263,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377271,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377289,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377297,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377305,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377313,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377321,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377339,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377347,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377354,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377362,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377370,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377388,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377396,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377404,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004377412,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377420,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377438,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377446,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377453,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377461,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377479,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377487,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377495,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377503,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377511,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377529,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377537,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377545,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377552,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377560,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377578,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377586,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377594,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377602,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377610,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377628,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377636,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377644,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377651,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377669,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377677,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377685,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377693,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377701,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377719,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377727,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377735,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377743,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377750,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377768,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377776,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377784,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377792,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377800,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377818,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377826,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377834,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377842,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377859,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377867,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377875,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377883,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377891,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377909,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377917,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377925,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377933,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377941,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377958,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377966,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377974,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377982,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004377990,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004378006,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004378014,UCLA,Music Score,NA,NA,NA,NA,NA,NA,DD
DD0004378022,UCLA,Music Score,NA,NA,NA,NA,NA,NA,DD
DD0004378030,UCLA,Music Score,NA,NA,NA,NA,NA,NA,DD
DD0004378048,UCLA,Music Score,NA,NA,NA,NA,NA,NA,DD
DD0004378055,UCLA,Music Score,NA,NA,NA,NA,NA,NA,DD
DD0004378063,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004378071,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
