Barcode,Owning Campus,Material Type,...4,Campus...5,Items added,...7,Num of Items (In Repository),Campus...9,Barcode_Prefix
DD0004370581,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370599,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370607,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370615,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370623,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370631,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370649,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370656,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370664,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370672,UCLA,Music Score,NA,NA,NA,NA,NA,NA,DD
DD0004370680,UCLA,Music Score,NA,NA,NA,NA,NA,NA,DD
DD0004370698,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370706,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370714,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370722,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370730,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370748,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370755,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370763,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370771,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370789,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370797,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370805,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004370813,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370821,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370839,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370847,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370854,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370862,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370870,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370888,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370896,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370904,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370912,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370920,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370938,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370946,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370953,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370961,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370979,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370987,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004370995,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371001,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371019,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371027,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371035,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371043,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371050,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371068,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371076,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371084,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371092,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371100,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371118,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371126,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371134,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371142,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371159,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371167,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371175,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371183,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371191,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371209,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371217,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371225,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371233,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371241,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371258,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371266,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371274,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371282,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371290,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371308,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371316,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371324,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371332,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371340,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371357,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371365,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371373,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371381,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371399,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371407,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371415,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371423,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371431,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371449,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371456,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371464,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371472,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371480,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371498,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371506,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371514,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371522,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371530,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371548,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371555,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371563,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371571,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371589,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371597,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371605,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371613,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371621,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371639,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371647,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371654,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371662,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371670,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371688,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371696,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371704,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371712,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371720,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371738,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371746,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371753,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371761,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371779,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371787,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371795,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371803,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371811,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371829,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371837,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371845,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371852,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371860,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371878,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371886,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371894,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371902,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371910,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371928,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371936,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371944,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371951,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371969,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371977,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371985,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004371993,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372009,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372017,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372025,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372033,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372041,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372058,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372066,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372074,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372082,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372090,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372108,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372116,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372124,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372132,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372140,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372157,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372165,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372173,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372181,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372199,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372207,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372215,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372223,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372231,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372249,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372256,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372264,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372272,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372280,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372298,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372306,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372314,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372322,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372330,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372348,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372355,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372363,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372371,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372389,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372397,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372405,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372413,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372421,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372439,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372447,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372454,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372462,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372470,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372488,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372496,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372504,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372512,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372520,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372538,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372546,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372553,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372561,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372579,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372587,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372595,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372603,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004372611,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372629,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372637,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372645,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372652,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372660,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372678,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372686,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372694,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372702,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372710,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372728,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372736,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372744,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372751,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372769,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372777,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372785,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372793,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372801,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372819,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372827,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372835,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372843,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372850,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372868,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372876,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372884,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372892,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372900,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372918,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372926,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372934,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372942,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372959,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372967,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372975,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372983,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004372991,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373007,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373015,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373023,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373031,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373049,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373056,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373064,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373072,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373080,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373098,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373106,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373114,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373122,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373130,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373148,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373155,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373163,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373171,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373189,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373197,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373205,UCLA,Book,NA,NA,NA,NA,NA,NA,DD
DD0004373213,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373221,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373239,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373247,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373254,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373262,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373270,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373288,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373296,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373304,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373312,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373320,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373338,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373346,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373353,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373361,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373379,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373387,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373395,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373403,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373411,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373429,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373437,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373445,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373452,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373460,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373478,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373486,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373494,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373502,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373510,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373528,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373536,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373544,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373551,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373569,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373577,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373585,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373593,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373601,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373619,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373627,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373635,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373643,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373650,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373668,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373676,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373684,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373692,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373700,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373718,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373726,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373734,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373742,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373759,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373767,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373775,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373783,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373791,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373809,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373817,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373825,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373833,UCI Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373841,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373858,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373866,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373874,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373882,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373890,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373908,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373916,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373924,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373932,UCLA,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373940,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373957,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373965,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373973,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373981,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004373999,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374005,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374013,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374021,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374039,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374047,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374054,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374062,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374070,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374088,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374096,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374104,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374112,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374120,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374138,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374146,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374153,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374161,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374179,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374187,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374195,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374203,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374211,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374229,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374237,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374245,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374252,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374260,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374278,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374286,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374294,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374302,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374310,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
DD0004374328,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,DD
